respondent_id,A1_respondent_type,A2_lives_in_dubai,A3_residency_status,A4_age_group,B1_purchase_frequency,B2_monthly_clothing_spend_aed,B3_where_buy,B4_frustrations,B5_price_importance,B5_brand_importance,B5_quality_importance,B5_sustainability_importance,B5_uniqueness_importance,B5_convenience_importance,C1_bought_secondhand,C2_thrift_familiarity,C3_value_for_money,C3_good_for_environment,C3_hygiene_worry,C3_quality_worry,C3_socially_accepted,C3_finds_unique,C4_barriers,D1_concept_interest,D2_visit_likelihood_3mo,D3_categories_buy,D4_choice_drivers,D5_wtp_jeans_aed,D5_wtp_dress_aed,D5_wtp_jacket_aed,D6_max_spend_visit_aed,D7_shop_mode_pref,D8_travel_distance,E1_sell_back,E2_discovery_channel,E3_loyalty_interest,E4_recommend_likelihood,F1_gender,F2_field_industry,F3_area_dubai,F4_disposable_income_band,A4_age_code,B1_freq_code,C1_secondhand_code,D8_distance_code,F4_income_code,B3_buy_fast_fashion_h_m_shein_type,B3_buy_malls_brand_stores,B3_buy_online_marketplaces,B3_buy_outlet_stores,B3_buy_second_hand_thrift,B3_buy_social_media_sellers,B4_frustr_hard_to_find_unique_pieces,B4_frustr_none_stated,B4_frustr_not_sustainable,B4_frustr_poor_fast_fashion_quality,B4_frustr_same_styles_everywhere,B4_frustr_sizing_issues,B4_frustr_too_expensive,C4_barrier_don_t_know_where_to_shop,C4_barrier_hygiene_concerns,C4_barrier_nothing_i_m_open_to_it,C4_barrier_quality_concerns,C4_barrier_sizing_fit,C4_barrier_social_stigma,D3_cat_accessories,D3_cat_athleisure_sportswear,D3_cat_bags,D3_cat_denim_jeans,D3_cat_dresses,D3_cat_formal_office_wear,D3_cat_modest_wear_abayas,D3_cat_outerwear_jackets,D3_cat_shoes,D3_cat_tops_t_shirts,D4_driver_convenient_location,D4_driver_curated_quality,D4_driver_guaranteed_cleanliness_sanitisation,D4_driver_low_prices,D4_driver_loyalty_rewards,D4_driver_online_ordering_delivery,D4_driver_sustainability_mission,D4_driver_trendy_curated_styles,E2_disc_flyers_events,E2_disc_google_maps,E2_disc_influencers,E2_disc_instagram,E2_disc_tiktok,E2_disc_university_campus,E2_disc_word_of_mouth,target_likely_customer,advocacy_score,n_categories_interested
R1765,University student,Yes,Expat - long-term resident,18-22,Every few months,280.0,"Malls / brand stores; Fast fashion (H&M, Shein-type)",Too expensive; Poor fast-fashion quality; Not sustainable,3,3,5,3,3,2,Once or twice,2.0,3,3,3,3,4,3,Nothing - I'm open to it,3,3,Denim / jeans; Formal / office wear; Bags,Guaranteed cleanliness / sanitisation; Convenient location; Loyalty rewards; Trendy / curated styles,95.0,125,125,130.0,In-store only,Only my neighbourhood,No,Instagram; TikTok; Word of mouth; University / campus; Google / Maps,3.0,3,Male,IT / Computer Science,Downtown,"Under 1,000",1,2,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,3.0,3
R1786,Young working professional,Yes,UAE national,28-34,Every few months,190.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces; Second-hand / thrift",Sizing issues; Hard to find unique pieces,2,2,3,2,3,3,"Yes, occasionally",3.0,2,1,1,3,4,4,Nothing - I'm open to it,3,2,Tops / T-shirts; Formal / office wear; Shoes; Modest wear / abayas,Low prices; Loyalty rewards,80.0,120,165,190.0,Both,Up to 15 min,No,Word of mouth; University / campus,3.0,3,Male,Health / Medicine,Deira / Bur Dubai,"2,501-5,000",3,2,2,2,3,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2.67,4
R1689,Recent graduate,Yes,Expat - long-term resident,23-27,Rarely,190.0,"Fast fashion (H&M, Shein-type); Online marketplaces; Outlet stores",Same styles everywhere; Not sustainable; Sizing issues,3,4,4,4,4,3,Never,3.0,4,3,3,3,3,3,Nothing - I'm open to it,5,5,Tops / T-shirts; Denim / jeans; Outerwear / jackets; Shoes; Bags; Modest wear / abayas,Low prices; Guaranteed cleanliness / sanitisation; Curated quality; Convenient location; Trendy / curated styles,45.0,120,80,170.0,Both,Only my neighbourhood,"Yes, donate",Instagram; TikTok; Word of mouth; Influencers; Flyers / events,3.0,4,Female,Health / Medicine,International City,"1,000-2,500",2,1,0,1,2,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,4.67,6
R1025,University student,Yes,Expat - long-term resident,23-27,About monthly,740.0,"Fast fashion (H&M, Shein-type); Second-hand / thrift",Same styles everywhere; Not sustainable; Hard to find unique pieces,1,3,1,3,3,3,"Yes, regularly",4.0,4,2,1,2,4,4,Nothing - I'm open to it,4,3,Dresses; Denim / jeans; Formal / office wear; Outerwear / jackets; Bags; Accessories,Convenient location; Trendy / curated styles,95.0,95,175,290.0,In-store only,Across the city,"Yes, sell",Word of mouth; University / campus; Influencers; Flyers / events,3.0,4,Female,Arts / Design,Other,"2,501-5,000",2,3,3,4,3,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,3.67,6
R1852,Young working professional,Yes,UAE national,23-27,About monthly,320.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces; Second-hand / thrift; Outlet stores",Poor fast-fashion quality; Not sustainable; Sizing issues,2,3,5,4,4,4,"Yes, occasionally",3.0,4,5,3,3,3,4,Hygiene concerns; Social stigma,3,3,Dresses; Denim / jeans; Formal / office wear; Shoes; Bags; Modest wear / abayas,Low prices; Curated quality; Sustainability mission,80.0,115,195,200.0,Both,Only my neighbourhood,"Yes, sell",Instagram; TikTok; University / campus; Influencers,2.0,3,Female,Business,International City,"1,000-2,500",2,3,2,1,2,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,3.0,6
R1357,Young working professional,Yes,Expat - long-term resident,23-27,Every few months,410.0,Online marketplaces,Too expensive; Same styles everywhere; Poor fast-fashion quality; Sizing issues; Hard to find unique pieces,3,3,4,4,3,3,Once or twice,3.0,3,3,3,3,4,2,Quality concerns,4,5,Tops / T-shirts; Dresses; Denim / jeans; Formal / office wear; Outerwear / jackets; Bags,Low prices; Curated quality; Convenient location,70.0,130,150,180.0,Both,Up to 30 min,"Yes, donate",Instagram; Word of mouth; University / campus; Google / Maps,3.0,3,Female,IT / Computer Science,Deira / Bur Dubai,"1,000-2,500",2,2,1,3,2,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,4.0,6
R1858,University student,Yes,UAE national,28-34,Weekly,560.0,Malls / brand stores; Online marketplaces; Second-hand / thrift,Poor fast-fashion quality; Not sustainable; Sizing issues,1,3,3,5,4,3,"Yes, occasionally",3.0,5,5,2,2,4,4,Sizing / fit,4,3,Shoes; Bags; Accessories; Athleisure / sportswear,Low prices; Convenient location; Trendy / curated styles,85.0,100,150,360.0,Online only,Up to 15 min,"Yes, sell",Word of mouth; University / campus; Google / Maps; Influencers,4.0,4,Male,Unknown,Marina / JBR,"1,000-2,500",3,5,2,2,2,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,3.67,4
R1228,Recent graduate,Yes,Expat - student visa,23-27,About monthly,200.0,Outlet stores,Too expensive; Hard to find unique pieces,4,3,4,3,3,4,Never,2.0,2,2,3,2,2,3,Hygiene concerns; Quality concerns; Don't know where to shop,3,3,Tops / T-shirts; Denim / jeans; Athleisure / sportswear,Low prices; Guaranteed cleanliness / sanitisation; Convenient location; Loyalty rewards,60.0,90,95,140.0,Both,Up to 30 min,No,Instagram; Word of mouth; Google / Maps; Flyers / events,2.0,2,Male,Business,JVC,"1,000-2,500",2,3,0,3,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,2.67,3
R1500,Young working professional,Yes,Expat - long-term resident,28-34,2-3 times a month,280.0,Malls / brand stores; Online marketplaces; Outlet stores; Social-media sellers,Same styles everywhere; Not sustainable; Sizing issues,2,3,3,5,3,3,Once or twice,1.0,5,5,1,2,1,3,Quality concerns,4,5,Tops / T-shirts; Dresses; Denim / jeans; Formal / office wear; Outerwear / jackets; Bags; Accessories,Online ordering + delivery; Sustainability mission,70.0,95,135,210.0,Both,Across the city,"Yes, sell",Instagram; TikTok; Word of mouth,3.0,3,Female,Business,Marina / JBR,"2,501-5,000",3,4,1,4,3,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,4.0,7
R1577,Recent graduate,Yes,Short-term / visitor,23-27,About monthly,540.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Outlet stores",Too expensive; Same styles everywhere; Not sustainable; Hard to find unique pieces,4,4,3,4,3,3,Once or twice,1.0,2,3,4,4,3,2,Hygiene concerns; Sizing / fit; Don't know where to shop,3,1,Tops / T-shirts; Dresses; Denim / jeans; Outerwear / jackets; Athleisure / sportswear; Modest wear / abayas,Guaranteed cleanliness / sanitisation; Curated quality; Loyalty rewards; Sustainability mission; Trendy / curated styles,75.0,115,175,230.0,In-store only,Only my neighbourhood,"Yes, donate",Instagram; Word of mouth; Google / Maps,3.0,3,Female,Marketing,Marina / JBR,"5,001-8,000",2,3,1,1,4,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,2.33,6
R1877,University student,Yes,Expat - student visa,23-27,About monthly,110.0,Online marketplaces; Social-media sellers,Too expensive; Not sustainable; Sizing issues,4,4,2,4,3,4,Never,2.0,2,4,3,3,3,3,Don't know where to shop,4,3,Denim / jeans; Bags; Athleisure / sportswear,Low prices; Guaranteed cleanliness / sanitisation; Sustainability mission,35.0,45,90,120.0,Both,Up to 15 min,"Yes, donate",Instagram; Word of mouth,3.0,4,Male,Business,Silicon Oasis,"Under 1,000",2,3,0,2,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,3.67,3
R1138,Young working professional,Yes,Expat - student visa,28-34,2-3 times a month,570.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces; Outlet stores",Too expensive; Poor fast-fashion quality,3,4,4,4,2,4,Once or twice,3.0,3,4,3,3,3,4,Nothing - I'm open to it,3,2,Dresses; Formal / office wear,Sustainability mission,105.0,140,155,250.0,Both,Only my neighbourhood,Maybe,Instagram; Influencers; Flyers / events,2.0,2,Male,Engineering,Silicon Oasis,"2,501-5,000",3,4,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2.33,2
R1171,Recent graduate,Yes,Expat - long-term resident,18-22,About monthly,300.0,"Fast fashion (H&M, Shein-type); Online marketplaces; Second-hand / thrift",Too expensive; Same styles everywhere; Poor fast-fashion quality; Not sustainable; Sizing issues; Hard to find unique pieces,4,3,4,4,5,3,"Yes, regularly",5.0,4,4,5,5,5,4,Nothing - I'm open to it,4,5,Tops / T-shirts; Outerwear / jackets; Shoes; Bags; Accessories; Athleisure / sportswear,Guaranteed cleanliness / sanitisation; Curated quality; Online ordering + delivery; Loyalty rewards; Sustainability mission; Trendy / curated styles,90.0,120,155,150.0,Online only,Up to 30 min,"Yes, donate",TikTok; Google / Maps; Influencers,5.0,4,Male,Marketing,Silicon Oasis,"1,000-2,500",1,3,3,3,2,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,4.33,6
R1794,University student,Yes,Expat - student visa,18-22,Rarely,150.0,Malls / brand stores; Second-hand / thrift; Outlet stores; Social-media sellers,Same styles everywhere,3,2,5,2,3,3,"Yes, occasionally",3.0,4,3,2,2,4,4,Nothing - I'm open to it,3,3,Denim / jeans; Outerwear / jackets; Athleisure / sportswear,Low prices; Guaranteed cleanliness / sanitisation; Convenient location; Trendy / curated styles,90.0,105,95,90.0,Both,Across the city,"Yes, donate",TikTok; Google / Maps,3.0,3,Male,Finance,Deira / Bur Dubai,"Under 1,000",1,1,2,4,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,3.0,3
R1721,University student,Yes,Expat - student visa,18-22,About monthly,190.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Second-hand / thrift; Social-media sellers",Poor fast-fashion quality; Hard to find unique pieces,3,3,5,1,5,4,"Yes, regularly",4.0,4,1,3,5,4,4,Nothing - I'm open to it,3,2,Tops / T-shirts; Dresses; Denim / jeans; Shoes; Athleisure / sportswear; Modest wear / abayas,Curated quality,75.0,105,205,140.0,Online only,Up to 15 min,"Yes, donate",Instagram; Google / Maps; Influencers,2.0,3,Female,Business,JVC,"Under 1,000",1,3,3,2,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2.67,6
R1013,Young working professional,Yes,Expat - student visa,23-27,2-3 times a month,280.0,"Fast fashion (H&M, Shein-type); Online marketplaces",Too expensive; Same styles everywhere,4,3,3,2,1,3,Never,2.0,2,2,3,4,1,2,Quality concerns; Social stigma,3,2,Tops / T-shirts; Formal / office wear; Shoes; Athleisure / sportswear; Modest wear / abayas,Guaranteed cleanliness / sanitisation; Curated quality; Online ordering + delivery; Loyalty rewards,80.0,135,125,250.0,Both,Up to 30 min,Maybe,Instagram; TikTok; Word of mouth; Google / Maps; Influencers,3.0,2,Male,Marketing,Marina / JBR,"Over 8,000",2,4,0,3,5,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,2.33,5
R1423,University student,Yes,Expat - student visa,18-22,About monthly,110.0,"Fast fashion (H&M, Shein-type); Online marketplaces; Social-media sellers",Too expensive; Sizing issues,5,3,3,3,3,3,Once or twice,3.0,3,3,3,2,3,4,Hygiene concerns; Sizing / fit,4,4,Tops / T-shirts; Dresses; Denim / jeans; Formal / office wear; Modest wear / abayas,Curated quality; Convenient location; Online ordering + delivery; Sustainability mission; Trendy / curated styles,30.0,70,85,80.0,Both,Up to 15 min,Maybe,Instagram; Word of mouth; University / campus; Flyers / events,2.0,5,Female,Business,Downtown,"Under 1,000",1,3,1,2,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,4.33,5
R1683,Recent graduate,Yes,UAE national,23-27,About monthly,270.0,Malls / brand stores,Sizing issues; Hard to find unique pieces,2,3,3,3,3,3,Never,3.0,3,5,4,3,3,3,Nothing - I'm open to it,3,2,Tops / T-shirts; Dresses; Denim / jeans; Formal / office wear; Bags; Modest wear / abayas,Low prices; Guaranteed cleanliness / sanitisation; Online ordering + delivery; Trendy / curated styles,70.0,65,130,120.0,Both,Only my neighbourhood,No,TikTok; Word of mouth; Influencers,3.0,2,Female,Arts / Design,International City,"2,501-5,000",2,3,0,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,2.33,6
R1216,University student,Yes,Expat - student visa,23-27,Every few months,680.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Second-hand / thrift; Outlet stores; Social-media sellers",Poor fast-fashion quality; Sizing issues; Hard to find unique pieces,3,4,2,1,2,4,"Yes, occasionally",3.0,3,2,4,3,4,2,Nothing - I'm open to it,3,4,Dresses; Denim / jeans; Formal / office wear; Outerwear / jackets; Shoes; Bags; Accessories; Modest wear / abayas,Low prices; Loyalty rewards; Trendy / curated styles,55.0,80,125,200.0,In-store only,Up to 15 min,Maybe,Instagram; TikTok; Word of mouth; Google / Maps,4.0,4,Female,IT / Computer Science,Silicon Oasis,"2,501-5,000",2,2,2,2,3,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,3.67,8
R1756,University student,Yes,Expat - student visa,23-27,Rarely,220.0,Online marketplaces,Not sustainable; Sizing issues,3,3,3,3,5,4,"Yes, regularly",4.0,3,2,2,3,3,3,Nothing - I'm open to it,4,4,Tops / T-shirts; Dresses; Outerwear / jackets; Shoes; Bags; Accessories; Athleisure / sportswear,Online ordering + delivery; Trendy / curated styles,80.0,80,120,340.0,In-store only,Up to 30 min,"Yes, sell",Word of mouth; Influencers; Flyers / events,3.0,5,Female,Business,Deira / Bur Dubai,"1,000-2,500",2,1,3,3,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,4.33,7
R1108,University student,Yes,Expat - long-term resident,18-22,Rarely,260.0,Second-hand / thrift,Too expensive; Hard to find unique pieces,3,3,3,3,3,4,"Yes, regularly",4.0,4,4,3,1,2,5,Nothing - I'm open to it,5,5,Dresses; Formal / office wear; Outerwear / jackets; Shoes; Accessories; Athleisure / sportswear; Modest wear / abayas,Convenient location; Online ordering + delivery; Loyalty rewards; Sustainability mission; Trendy / curated styles,45.0,85,125,240.0,Both,Up to 30 min,Maybe,TikTok; University / campus; Influencers,4.0,5,Female,IT / Computer Science,Other,"1,000-2,500",1,1,3,3,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,5.0,7
R1547,University student,Yes,Expat - student visa,18-22,Rarely,120.0,Malls / brand stores; Online marketplaces; Outlet stores,Too expensive; Same styles everywhere,3,3,4,1,3,2,"Yes, occasionally",3.0,2,2,3,3,4,5,Social stigma,2,2,Shoes; Athleisure / sportswear,Low prices; Guaranteed cleanliness / sanitisation; Curated quality; Convenient location; Online ordering + delivery; Loyalty rewards; Trendy / curated styles,50.0,65,100,80.0,Both,Only my neighbourhood,No,TikTok; Word of mouth; University / campus,1.0,2,Prefer not to say,Marketing,Downtown,"Under 1,000",1,1,2,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,2.0,2
R1113,Recent graduate,Yes,Expat - long-term resident,23-27,About monthly,280.0,"Fast fashion (H&M, Shein-type); Online marketplaces",Too expensive; Poor fast-fashion quality; Not sustainable; Hard to find unique pieces,2,4,3,4,3,3,Never,3.0,3,4,4,4,3,3,Quality concerns,2,2,Tops / T-shirts; Outerwear / jackets,Low prices; Loyalty rewards; Sustainability mission,90.0,90,95,210.0,Both,Only my neighbourhood,No,Instagram; Word of mouth; Google / Maps; Influencers,3.0,2,Male,Other,JVC,"1,000-2,500",2,3,0,1,2,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,2.0,2
R1857,Young working professional,Yes,Expat - long-term resident,18-22,About monthly,160.0,Malls / brand stores; Online marketplaces,Not sustainable,3,2,4,4,4,5,Never,4.0,3,3,2,3,5,4,Quality concerns; Don't know where to shop,4,3,Tops / T-shirts; Dresses; Denim / jeans; Formal / office wear; Outerwear / jackets; Athleisure / sportswear; Modest wear / abayas,Low prices; Guaranteed cleanliness / sanitisation; Convenient location; Sustainability mission; Trendy / curated styles,90.0,130,140,250.0,In-store only,Up to 15 min,No,Instagram; TikTok; University / campus; Google / Maps,3.0,4,Female,Arts / Design,Silicon Oasis,"1,000-2,500",1,3,0,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,3.67,7
R1437,Recent graduate,Yes,Expat - student visa,23-27,2-3 times a month,300.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces; Social-media sellers",Too expensive; Same styles everywhere; Poor fast-fashion quality,3,3,4,4,3,2,"Yes, occasionally",4.0,3,5,4,5,3,3,Nothing - I'm open to it,3,3,Dresses; Shoes; Bags; Accessories,Low prices; Trendy / curated styles,70.0,95,110,120.0,Both,Up to 15 min,Maybe,TikTok; Word of mouth; University / campus; Google / Maps; Influencers,4.0,3,Female,Business,Downtown,"1,000-2,500",2,4,2,2,2,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,3.0,4
R1326,Young working professional,Yes,UAE national,28-34,2-3 times a month,880.0,Malls / brand stores; Social-media sellers,Too expensive; Same styles everywhere; Hard to find unique pieces,3,3,3,4,2,4,Once or twice,4.0,3,3,2,3,2,2,Sizing / fit,3,4,Tops / T-shirts; Dresses; Formal / office wear; Accessories; Athleisure / sportswear,Sustainability mission,150.0,105,250,330.0,Online only,Only my neighbourhood,"Yes, sell",Google / Maps,4.0,3,Female,Arts / Design,Marina / JBR,"Over 8,000",3,4,1,1,5,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.33,5
R1693,University student,Yes,Expat - long-term resident,23-27,Every few months,160.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Outlet stores",Too expensive; Same styles everywhere; Hard to find unique pieces,3,3,3,4,3,3,Once or twice,3.0,2,5,2,2,3,3,Sizing / fit,4,4,Tops / T-shirts; Dresses; Denim / jeans; Shoes; Accessories; Modest wear / abayas,Low prices; Loyalty rewards; Sustainability mission,75.0,95,125,290.0,Both,Up to 15 min,No,Instagram; TikTok; Word of mouth; Google / Maps; Flyers / events,3.0,3,Female,Health / Medicine,Other,"1,000-2,500",2,2,1,2,2,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,3.67,6
R1445,Young working professional,Yes,Expat - long-term resident,23-27,Every few months,380.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Social-media sellers",Too expensive; Same styles everywhere; Not sustainable; Sizing issues; Hard to find unique pieces,3,3,4,2,4,4,Once or twice,2.0,4,2,3,3,3,3,Don't know where to shop,5,5,Tops / T-shirts; Denim / jeans; Formal / office wear; Shoes; Bags; Accessories; Modest wear / abayas,Loyalty rewards,70.0,115,200,240.0,Both,Up to 30 min,Maybe,Instagram; TikTok; Word of mouth; Google / Maps; Influencers,4.0,4,Female,Engineering,Deira / Bur Dubai,"1,000-2,500",2,2,1,3,2,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,4.67,7
R1565,Young working professional,Yes,UAE national,28-34,Rarely,170.0,"Fast fashion (H&M, Shein-type); Second-hand / thrift",Sizing issues,3,3,3,4,3,4,"Yes, regularly",3.0,3,3,4,4,2,3,Nothing - I'm open to it,3,3,Denim / jeans; Outerwear / jackets; Accessories; Modest wear / abayas,Convenient location; Loyalty rewards,60.0,100,140,170.0,In-store only,Up to 15 min,"Yes, donate",University / campus; Google / Maps; Influencers,4.0,3,Male,Unknown,Silicon Oasis,"2,501-5,000",3,1,3,2,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,3.0,4
R1947,Young working professional,Yes,UAE national,28-34,About monthly,480.0,"Fast fashion (H&M, Shein-type); Online marketplaces; Outlet stores; Social-media sellers",Same styles everywhere,2,4,4,1,4,4,Once or twice,4.0,2,3,4,3,3,3,Don't know where to shop,3,2,Tops / T-shirts; Dresses; Denim / jeans; Formal / office wear; Outerwear / jackets; Shoes; Modest wear / abayas,Low prices; Guaranteed cleanliness / sanitisation; Convenient location; Loyalty rewards; Sustainability mission,90.0,95,210,300.0,Online only,Up to 30 min,No,Word of mouth; Google / Maps,1.0,3,Female,Marketing,International City,"5,001-8,000",3,3,1,3,4,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,2.67,7
R1483,University student,Yes,UAE national,18-22,Rarely,220.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Second-hand / thrift; Outlet stores",Too expensive; Hard to find unique pieces,4,3,5,4,2,3,Never,3.0,2,3,4,4,2,2,Hygiene concerns; Sizing / fit; Social stigma,3,3,Tops / T-shirts; Denim / jeans; Formal / office wear; Athleisure / sportswear; Modest wear / abayas,Low prices; Guaranteed cleanliness / sanitisation; Convenient location; Sustainability mission; Trendy / curated styles,80.0,60,85,110.0,In-store only,Only my neighbourhood,No,TikTok; University / campus; Google / Maps; Flyers / events,3.0,2,Male,Engineering,Downtown,"1,000-2,500",1,1,0,1,2,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,2.67,5
R1447,Recent graduate,Yes,Short-term / visitor,18-22,2-3 times a month,160.0,"Fast fashion (H&M, Shein-type); Second-hand / thrift",Too expensive; Poor fast-fashion quality; Sizing issues; Hard to find unique pieces,4,3,4,1,4,4,"Yes, occasionally",4.0,3,2,3,3,5,5,Hygiene concerns,2,2,Dresses; Denim / jeans; Shoes,Low prices; Online ordering + delivery; Trendy / curated styles,65.0,95,110,80.0,Both,Up to 30 min,Maybe,Instagram; TikTok; University / campus; Flyers / events,1.0,3,Male,Engineering,JVC,"Under 1,000",1,4,2,3,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,2.33,3
